,ts_code_x,trade_date,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,ts_code_y,open_y,high_y,low_y,close_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y
0,601360.SH,20230420,15.65,16.99,15.62,16.86,15.89,0.9699999999999989,6.1045,5365284.27,8798821.59,601360.SH,32.1404,34.8924,32.0788,34.6254,32.6333,1.9921000000000006,6.1045,5365284.27,8798821.59
1,601360.SH,20230419,16.14,16.72,15.78,15.89,16.42,-0.5300000000000011,-3.2278,4356416.55,7067880.007,601360.SH,33.1467,34.3379,32.4074,32.6333,33.7218,-1.0885000000000034,-3.2279,4356416.55,7067880.007
2,601360.SH,20230418,15.92,16.73,15.85,16.42,16.17,0.25,1.5461,4946890.43,8092785.008,601360.SH,32.6949,34.3584,32.5511,33.7218,33.2083,0.5135000000000005,1.5463,4946890.43,8092785.008
3,601360.SH,20230417,15.34,16.35,14.71,16.17,15.5,0.6700000000000017,4.3226,5038383.1,7816346.406,601360.SH,31.5038,33.578,30.2099,33.2083,31.8324,1.3759000000000015,4.3223,5038383.1,7816346.406
4,601360.SH,20230414,16.0,16.16,14.86,15.5,15.87,-0.3699999999999992,-2.3314,4079781.91,6323810.414,601360.SH,32.8592,33.1878,30.518,31.8324,32.5922,-0.7597999999999985,-2.3312,4079781.91,6323810.414
5,601360.SH,20230413,16.52,17.12,15.8,15.87,16.9,-1.0299999999999994,-6.0947,5314628.32,8756845.814,601360.SH,33.9271,35.1593,32.4485,32.5922,34.7075,-2.115300000000005,-6.0946,5314628.32,8756845.814
6,601360.SH,20230412,15.44,16.95,15.36,16.9,15.84,1.0599999999999987,6.6919,6584847.92,10669292.685,601360.SH,31.7091,34.8102,31.5448,34.7075,32.5306,2.1769000000000034,6.6919,6584847.92,10669292.685
7,601360.SH,20230411,16.1,16.52,15.15,15.84,16.74,-0.8999999999999986,-5.3763,7698387.45,12154825.703,601360.SH,33.0646,33.9271,31.1136,32.5306,34.3789,-1.8483000000000018,-5.3763,7698387.45,12154825.703
8,601360.SH,20230410,18.64,18.9,16.74,16.74,18.6,-1.860000000000003,-10.0,4471493.92,7786498.773,601360.SH,38.281,38.8149,34.3789,34.3789,38.1988,-3.819899999999997,-10.0001,4471493.92,7786498.773
9,601360.SH,20230407,19.1,19.68,18.23,18.6,18.97,-0.36999999999999744,-1.9504,4919897.52,9366797.606,601360.SH,39.2257,40.4168,37.439,38.1988,38.9587,-0.7599000000000018,-1.9505,4919897.52,9366797.606
10,601360.SH,20230406,19.2,19.74,18.5,18.97,20.08,-1.1099999999999994,-5.5279,5781485.9,11001172.69,601360.SH,39.431,40.54,37.9935,38.9587,41.2383,-2.279600000000002,-5.5279,5781485.9,11001172.69
11,601360.SH,20230404,19.71,20.85,19.45,20.08,19.2,0.879999999999999,4.5833,5510166.21,11009556.568,601360.SH,40.4784,42.8196,39.9445,41.2383,39.431,1.807300000000005,4.5834,5510166.21,11009556.568
12,601360.SH,20230403,17.37,19.2,17.17,19.2,17.45,1.75,10.0287,5269675.44,9632348.539,601360.SH,35.6728,39.431,35.262,39.431,35.8371,3.593899999999998,10.0284,5269675.44,9632348.539
